,Unnamed: 0,docid,text_data,dupe_count
2809,1826305,7321969,"Net neutrality is an essential element in supporting open communication of information to all. ISPs should not be allowed to block websites, slow them down, or play favorites with content providers. Please support and reaffirm the FCC's existing net neutrality rules. Title II is there to provide the needed oversight, please keep it healthy so the Internet can remain open and useful to all. Thank you.",-1.0
2811,1632498,4996504,"Net Neutrality must be protected in order to help us. I like the net neutrality reasons why is because you can go on sites you never been on and it lets you see other products that you couldn't see before. Giving people who are of age or old enough to see those different content on websites or products should be allowed access, especially the ones who are computer freaks.",-1.0
2812,1711059,6473677,"The internet is a place where people can be themselves, doing what you plan to do would be like something straight out of North Korea, constantly being monitored on a place that is suppose to be free, I understand why you would want to do this, to stop serious matters like pedophilia, piracy, and many other issues, but I believe this is hurting more than it helps, my privacy is my privacy.",-1.0
2813,171129,321683,I strongly support strong regulations on the internet in order to ensure Net Neutrality and encourage the FCC to continue to enforce ISPs under Title II regulations.,-1.0
2818,1767125,7141963,"It should absolutely remain neurtral, not for profit bandwidth limiting.",-1.0
2819,106941,207144,I support net neutrality and title2,-1.0
2823,516148,2144642,"I feel very strongly about maintaining strong net neutrality rules. I’m worried that the protections that are in place will be weakened if we change the way they’re enforced. I would support a new regulation style if it guarantees the same or better protections, but not if we lose any. Weakening restrictions in net neutrality will not benefit anyone except the ISP companies and will harm the average internet user. Thanks for reading this.",-1.0
2824,2241973,8156330,Please don't take away net neutrality.  You will be disappointing millions of Americans if you do.,-1.0
2826,2881980,13567849,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Kathleen Shipman",-1.0
2827,436177,1167725,"Net neutrality is needed for Internet safety, security and equal accessibility.",-1.0
2828,126330,234976,Preserve net neutrality and Title II!!!! Do NOT change this!!,-1.0
2832,325153,725229,We need to maintain net neutrality.,-1.0
2833,33472,77205,"I am deeply troubled by the FCC's attempt to weaken rules that ensure a free and open internet.  I DO understand the ramifications of classifying ISPs under Title II and understand, as many do, that weakening these rules will result in a Wild West for ISPs wishing to classify content by how much the content provider is paying them to use their lines.  I FULLY SUPPORT the current rules.  DO NOT CHANGE THEM!",-1.0
2834,1735413,7062492,"I support net neutrality. The companies who create the internet shouldn't have any say in what goes on over it. It's a free medium of communication and any dividing of it is censorship. 

As a web developer the proposal as it stands is a threat to my independent business.",-1.0
2835,141458,255929,"I support net neutrality and the classification ""Title II"" for ISP providers. The internet is and should stay a level playing field.",-1.0
2836,710622,2578581,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Karen Poteat",-1.0
2843,2408842,9330049,Net nutrality is important. Keep it please. \r\nAlex Whitford Marin ,-1.0
2847,521413,2152575,"Dear FCC, 

The maintenance of an internet open to equal use by all parties, not just the largest corporations, is incredibly important. Eliminating net neutrality rules would further solidify the position of the largest companies and prevent free competition. Additionally, it could contribute to 'walled ecosystems' where certain internet providers subsidize their own content while increasing the cost of accessing of 3rd-party websites or content. Equal access to the internet keeps a 'level playing field' and encourages innovation by small businesses and startups.

Please do not eliminate the net neutrality rules. Thank you.",-1.0
